NetCollection; netCollection; netCollection.name; IgnoreNetCollectionText
Prefabs; netCollection.m_prefabs; Count()
Type; netInfo; netInfo.m_class.name; netInfo.name; netInfo.GetLocalizedTitle(); netName; IgnoreNetText; netInfo.m_maxSlope; Group; match; limit; cfgLimit
NetInfo; Large Road Bridge With Bus Lanes (NetInfo); Large Road; Large Road Bridge With Bus Lanes; NET_TITLE[Large Road Bridge With Bus Lanes]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Tunnel With Bus Lanes (NetInfo); Large Road Tunnel; Large Road Tunnel With Bus Lanes; NET_TITLE[Large Road Tunnel With Bus Lanes]:0; Large Road Tunnel; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Slope With Bus Lanes (NetInfo); Large Road; Large Road Slope With Bus Lanes; NET_TITLE[Large Road Slope With Bus Lanes]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Decoration Grass With Bus Lanes (NetInfo); Large Road; Large Road Decoration Grass With Bus Lanes; [BETA] Large Road Decoration Grass With Bus Lanes; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Decoration Trees With Bus Lanes (NetInfo); Large Road; Large Road Decoration Trees With Bus Lanes; [BETA] Large Road Decoration Grass With Bus Lanes; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Zonable Pedestrian Gravel Tiny (NetInfo); NExt Zonable Pedestrian Gravel Tiny; Zonable Pedestrian Gravel Tiny; Zonable Pedestrian Gravel Tiny Road; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Gravel Tiny Elevated (NetInfo); NExt Zonable Pedestrian Gravel Tiny Elevated; Zonable Pedestrian Gravel Tiny Elevated; NET_TITLE[Zonable Pedestrian Gravel Tiny Elevated]:0; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Boardwalk Tiny (NetInfo); NExt Zonable Pedestrian Boardwalk Tiny; Zonable Pedestrian Boardwalk Tiny; Zonable Pedestrian Boardwalk Tiny Road; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Boardwalk Tiny Elevated (NetInfo); NExt Zonable Pedestrian Boardwalk Tiny Elevated; Zonable Pedestrian Boardwalk Tiny Elevated; NET_TITLE[Zonable Pedestrian Boardwalk Tiny Elevated]:0; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Gravel (NetInfo); NExt Zonable Pedestrian Gravel; Zonable Pedestrian Gravel; Zonable Pedestrian Gravel Road; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Gravel Elevated (NetInfo); NExt Zonable Pedestrian Gravel Elevated; Zonable Pedestrian Gravel Elevated; NET_TITLE[Zonable Pedestrian Gravel Elevated]:0; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Pavement Tiny (NetInfo); NExt Zonable Pedestrian Pavement Tiny; Zonable Pedestrian Pavement Tiny; Zonable Pedestrian Paved Tiny Road; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Pavement Tiny Elevated (NetInfo); NExt Zonable Pedestrian Pavement Tiny Elevated; Zonable Pedestrian Pavement Tiny Elevated; NET_TITLE[Zonable Pedestrian Pavement Tiny Elevated]:0; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Pavement (NetInfo); NExt Zonable Pedestrian Pavement; Zonable Pedestrian Pavement; Zonable Pedestrian Paved Road; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Elevated (NetInfo); NExt Zonable Pedestrian Elevated; Zonable Pedestrian Elevated; NET_TITLE[Zonable Pedestrian Elevated]:0; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Stone Tiny Road (NetInfo); NExt Zonable Pedestrian Stone Tiny Road; Zonable Pedestrian Stone Tiny Road; Zonable Pedestrian Stone Tiny Road; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Stone Tiny Road Elevated (NetInfo); NExt Zonable Pedestrian Stone Tiny Road Elevated; Zonable Pedestrian Stone Tiny Road Elevated; NET_TITLE[Zonable Pedestrian Stone Tiny Road Elevated]:0; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Pedestrian Stone Tiny Road Bridge (NetInfo); NExt Zonable Pedestrian Stone Tiny Road Bridge; Zonable Pedestrian Stone Tiny Road Bridge; NET_TITLE[Zonable Pedestrian Stone Tiny Road Bridge]:0; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Promenade (NetInfo); NExtPedRoadStone16m; Zonable Promenade; Zonable Promenade; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Zonable Promenade Elevated (NetInfo); NExtPedRoadStone16m; Zonable Promenade Elevated; NET_TITLE[Zonable Promenade Elevated]:0; Tiny Road; ; 0.35; Tiny Roads; name; 0.35; 0.35

NetCollection; Beautification (NetCollection); Beautification
Prefabs; NetInfo[]; 6
NetInfo; Pedestrian Gravel (NetInfo); Pedestrian Path; Pedestrian Gravel; Gravel Path; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Pedestrian Pavement (NetInfo); Pedestrian Path; Pedestrian Pavement; Pavement Path; Pedestrian Path; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Pedestrian Elevated (NetInfo); Pedestrian Bridge; Pedestrian Elevated; NET_TITLE[Pedestrian Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Pedestrian Slope (NetInfo); Pedestrian Bridge; Pedestrian Slope; NET_TITLE[Pedestrian Slope]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Pedestrian Tunnel (NetInfo); Pedestrian Tunnel; Pedestrian Tunnel; NET_TITLE[Pedestrian Tunnel]:0; Pedestrian Tunnel; ; 0.5; Paths; name; 0.5; 0.5
NetInfo; Pedestrian Gravel Elevated (NetInfo); Pedestrian Bridge; Pedestrian Gravel Elevated; NET_TITLE[Pedestrian Gravel Elevated]:0; Pedestrian Bridge; ; 0.5; Paths; name; 0.5; 0.5

NetCollection; Electricity (NetCollection); Electricity; Ignore
Prefabs; NetInfo[]; 2
NetInfo; Power Line (NetInfo); Electricity Wire; Power Line; Power Line; Electricity Wire; Ignore; 2; Other; part; 2; 2
NetInfo; Dam (NetInfo); Electricity Dam; Dam; Hydro Power Plant; Electricity Dam; Ignore; 0.001; Other; part; 0.001; 0.001

NetCollection; Road (NetCollection); Road
Prefabs; NetInfo[]; 56
NetInfo; Basic Road (NetInfo); Small Road; Basic Road; Two-Lane Road; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Large Road (NetInfo); Large Road; Large Road; Six-Lane Road; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Gravel Road (NetInfo); Gravel Road; Gravel Road; Two-Lane Gravel Road; Gravel Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Medium Road (NetInfo); Medium Road; Medium Road; Four-Lane Road with Median; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Highway (NetInfo); Highway; Highway; Three-Lane Highway; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Highway Elevated (NetInfo); Highway; Highway Elevated; NET_TITLE[Highway Elevated]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Basic Road Bridge (NetInfo); Small Road; Basic Road Bridge; NET_TITLE[Basic Road Bridge]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Basic Road Decoration Trees (NetInfo); Small Road; Basic Road Decoration Trees; Two-Lane Road with Trees; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; HighwayRamp (NetInfo); Highway; HighwayRamp; Highway Ramp; Highway Ramp; ; 0.2; Highways; name; 0.2; 0.2
NetInfo; Highway Barrier (NetInfo); Highway; Highway Barrier; Three-Lane Highway with Sound Barrier; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Medium Road Bridge (NetInfo); Medium Road; Medium Road Bridge; NET_TITLE[Medium Road Bridge]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; HighwayRampElevated (NetInfo); Highway; HighwayRampElevated; NET_TITLE[HighwayRampElevated]:0; Highway Ramp; ; 0.2; Highways; name; 0.2; 0.2
NetInfo; Basic Road Elevated (NetInfo); Small Road; Basic Road Elevated; NET_TITLE[Basic Road Elevated]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Highway Bridge (NetInfo); Highway; Highway Bridge; NET_TITLE[Highway Bridge]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Large Road Elevated (NetInfo); Large Road; Large Road Elevated; NET_TITLE[Large Road Elevated]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Medium Road Elevated (NetInfo); Medium Road; Medium Road Elevated; NET_TITLE[Medium Road Elevated]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Oneway Road (NetInfo); Small Road; Oneway Road; Two-Lane One-Way Road; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Oneway Road Elevated (NetInfo); Small Road; Oneway Road Elevated; NET_TITLE[Oneway Road Elevated]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Medium Road Decoration Trees (NetInfo); Medium Road; Medium Road Decoration Trees; Four-Lane Road with Decorative Trees; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Medium Road Decoration Grass (NetInfo); Medium Road; Medium Road Decoration Grass; Four-Lane Road with Decorative Grass; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Basic Road Decoration Grass (NetInfo); Small Road; Basic Road Decoration Grass; Two-Lane Road with Grass; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Large Road Decoration Grass (NetInfo); Large Road; Large Road Decoration Grass; Six-Lane Road with Decorative Grass; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Oneway Road Decoration Grass (NetInfo); Small Road; Oneway Road Decoration Grass; Two-Lane One-Way Road with Grass; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Oneway Road Decoration Trees (NetInfo); Small Road; Oneway Road Decoration Trees; Two-Lane One-Way Road with Trees; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Large Road Decoration Trees (NetInfo); Large Road; Large Road Decoration Trees; Six-Lane Road with Decorative Trees; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Bridge (NetInfo); Large Road; Large Road Bridge; NET_TITLE[Large Road Bridge]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Oneway Road Bridge (NetInfo); Small Road; Oneway Road Bridge; NET_TITLE[Oneway Road Bridge]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Large Oneway (NetInfo); Large Road; Large Oneway; Six-Lane One-Way Road; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Oneway Bridge (NetInfo); Large Road; Large Oneway Bridge; NET_TITLE[Large Oneway Bridge]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Oneway Decoration Grass (NetInfo); Large Road; Large Oneway Decoration Grass; Six-Lane One-Way Road with Decorative Grass; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Oneway Decoration Trees (NetInfo); Large Road; Large Oneway Decoration Trees; Six-Lane One-Way Road with Decorative Trees; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Oneway Elevated (NetInfo); Large Road; Large Oneway Elevated; NET_TITLE[Large Oneway Elevated]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Basic Road Tunnel (NetInfo); Small Road Tunnel; Basic Road Tunnel; NET_TITLE[Basic Road Tunnel]:0; Small Road Tunnel; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Basic Road Slope (NetInfo); Small Road; Basic Road Slope; NET_TITLE[Basic Road Slope]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Medium Road Slope (NetInfo); Medium Road; Medium Road Slope; NET_TITLE[Medium Road Slope]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Medium Road Tunnel (NetInfo); Medium Road Tunnel; Medium Road Tunnel; NET_TITLE[Medium Road Tunnel]:0; Medium Road Tunnel; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Oneway Road Slope (NetInfo); Small Road; Oneway Road Slope; NET_TITLE[Oneway Road Slope]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Oneway Road Tunnel (NetInfo); Small Road Tunnel; Oneway Road Tunnel; NET_TITLE[Oneway Road Tunnel]:0; Small Road Tunnel; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Large Road Slope (NetInfo); Large Road; Large Road Slope; NET_TITLE[Large Road Slope]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Tunnel (NetInfo); Large Road Tunnel; Large Road Tunnel; NET_TITLE[Large Road Tunnel]:0; Large Road Tunnel; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Oneway Road Slope (NetInfo); Large Road; Large Oneway Road Slope; NET_TITLE[Large Oneway Road Slope]:0; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Oneway Road Tunnel (NetInfo); Large Road Tunnel; Large Oneway Road Tunnel; NET_TITLE[Large Oneway Road Tunnel]:0; Large Road Tunnel; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Highway Slope (NetInfo); Highway; Highway Slope; NET_TITLE[Highway Slope]:0; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Highway Tunnel (NetInfo); Highway Tunnel; Highway Tunnel; NET_TITLE[Highway Tunnel]:0; Highway Tunnel; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; HighwayRamp Slope (NetInfo); Highway; HighwayRamp Slope; NET_TITLE[HighwayRamp Slope]:0; Highway Ramp; ; 0.2; Highways; name; 0.2; 0.2
NetInfo; HighwayRamp Tunnel (NetInfo); Highway Tunnel; HighwayRamp Tunnel; NET_TITLE[HighwayRamp Tunnel]:0; Highway Ramp Tunnel; ; 0.2; Highways; name; 0.2; 0.2
NetInfo; Gravel Road Bridge (NetInfo); Gravel Road; Gravel Road Bridge; NET_TITLE[Gravel Road Bridge]:0; Gravel Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Gravel Road Elevated (NetInfo); Gravel Road; Gravel Road Elevated; NET_TITLE[Gravel Road Elevated]:0; Gravel Road; ; 0.35; Tiny Roads; name; 0.35; 0.35
NetInfo; Oneway Toll Road Large 01 (NetInfo); Highway; Oneway Toll Road Large 01; Eight-Lane One-Way Toll Road 01; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Oneway Toll Road Large 01c (NetInfo); Highway; Oneway Toll Road Large 01c; Eight-Lane One-Way Toll Road 02; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Oneway Toll Road Medium 01 (NetInfo); Highway; Oneway Toll Road Medium 01; Four-Lane One-Way Toll Road 01; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Oneway Toll Road Medium 01c (NetInfo); Highway; Oneway Toll Road Medium 01c; Four-Lane One-Way Toll Road 02; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Twoway Toll Road Large 01 (NetInfo); Highway; Twoway Toll Road Large 01; Eight-Lane Two-Way Toll Road 01; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Twoway Toll Road Medium 01 (NetInfo); Highway; Twoway Toll Road Medium 01; Four-Lane Two-Way Toll Road 01; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Twoway Toll Road Medium 01b (NetInfo); Highway; Twoway Toll Road Medium 01b; Four-Lane Two-Way Toll Road 02; Highway; ; 0.15; Highways; name; 0.15; 0.15
NetInfo; Twoway Toll Road Large 01b (NetInfo); Highway; Twoway Toll Road Large 01b; Eight-Lane Two-Way Toll Road 02; Highway; ; 0.15; Highways; name; 0.15; 0.15

NetCollection; Water (NetCollection); Water; Ignore
Prefabs; NetInfo[]; 1
NetInfo; Water Pipe (NetInfo); Water Pipe; Water Pipe; Water Pipe; Water Pipe; Ignore; 2; Other; part; 2; 2

NetCollection; Landscaping (NetCollection); Landscaping
Prefabs; NetInfo[]; 9
NetInfo; Canal (NetInfo); Landscaping Canal; Canal; Shallow canal; Canal; ; 0.5; Waterworks; name; 0.5; 0.5
NetInfo; Canal2 (NetInfo); Landscaping Canal; Canal2; Medium canal; Canal; ; 0.5; Waterworks; name; 0.5; 0.5
NetInfo; Canal3 (NetInfo); Landscaping Canal; Canal3; Deep canal; Canal; ; 0.5; Waterworks; name; 0.5; 0.5
NetInfo; Quay (NetInfo); Landscaping Quay; Quay; Quay; Quay; ; 0.5; Waterworks; name; 0.5; 0.5
NetInfo; Flood Wall (NetInfo); Landscaping Flood Wall; Flood Wall; Flood Wall; Flood Wall; ; 0.5; Waterworks; name; 0.5; 0.5
NetInfo; Castle Wall 1 (NetInfo); Beautification Item; Castle Wall 1; Castle Wall Ruins #1; Castle Wall; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Castle Wall 2 (NetInfo); Beautification Item; Castle Wall 2; Castle Wall Ruins #2; Castle Wall; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Castle Wall 3 (NetInfo); Beautification Item; Castle Wall 3; Castle Wall Ruins #3; Castle Wall; ; 0.5; Other; name; 0.5; 0.5
NetInfo; Trench Ruins 01 (NetInfo); Beautification Item; Trench Ruins 01; Trench Ruins; Trench; ; 0.5; Other; name; 0.5; 0.5

NetCollection; Public Transport (NetCollection); Public Transport
Prefabs; NetInfo[]; 41
NetInfo; Public Transport Line (NetInfo); Public Transport; Public Transport Line; NET_TITLE[Public Transport Line]:0; Public Transport; Ignore; 0.25; Other
NetInfo; Train Track (NetInfo); Train Track; Train Track; Train Tracks; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Train Station Track (NetInfo); Train Track; Train Station Track; NET_TITLE[Train Station Track]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Metro Track (NetInfo); Metro Track; Metro Track; Metro Tunnel; Metro Track Tunnel; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Metro Station Track (NetInfo); Metro Track; Metro Station Track; NET_TITLE[Metro Station Track]:0; Metro Track Tunnel; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Pedestrian Connection (NetInfo); Transport Connection; Pedestrian Connection; NET_TITLE[Pedestrian Connection]:0; Transport Connection; Ignore; 2; Other
NetInfo; Bus Line (NetInfo); Bus Line; Bus Line; NET_TITLE[Bus Line]:0; Bus Line; Ignore; 0.25; Other
NetInfo; Metro Line (NetInfo); Metro Line; Metro Line; NET_TITLE[Metro Line]:0; Metro Line; Ignore; 0.25; Other
NetInfo; Train Line (NetInfo); Train Line; Train Line; NET_TITLE[Train Line]:0; Train Line; Ignore; 0.25; Other
NetInfo; Airplane Line (NetInfo); Airplane Line; Airplane Line; NET_TITLE[Airplane Line]:0; Airplane Line; Ignore; 0.25; Other
NetInfo; Airplane Runway (NetInfo); Airplane Runway; Airplane Runway; NET_TITLE[Airplane Runway]:0; Airplane Runway; ; 0.05; Misc Transit; name; 0.05; 0.05
NetInfo; Airplane Taxiway (NetInfo); Airplane Runway; Airplane Taxiway; NET_TITLE[Airplane Taxiway]:0; Airplane Runway; ; 0.05; Misc Transit; name; 0.05; 0.05
NetInfo; Airplane Stop (NetInfo); Airplane Runway; Airplane Stop; NET_TITLE[Airplane Stop]:0; Airplane Runway; ; 0.05; Misc Transit; name; 0.05; 0.05
NetInfo; Airplane Path (NetInfo); Airplane Path; Airplane Path; Airplane Path; Airplane Path; Ignore; 2; Other
NetInfo; Airplane Connection Path (NetInfo); Airplane Path; Airplane Connection Path; NET_TITLE[Airplane Connection Path]:0; Airplane Path; Ignore; 2; Other
NetInfo; Ship Path (NetInfo); Ship Path; Ship Path; Ship Path; Ship Path; Ignore; 2; Other
NetInfo; Ship Connection Path (NetInfo); Ship Path; Ship Connection Path; NET_TITLE[Ship Connection Path]:0; Ship Path; Ignore; 2; Other
NetInfo; Ship Line (NetInfo); Ship Line; Ship Line; NET_TITLE[Ship Line]:0; Ship Line; Ignore; 0.25; Other
NetInfo; Ship Dockway (NetInfo); Ship Dock; Ship Dockway; NET_TITLE[Ship Dockway]:0; Ship Dock; Ignore; 2; Other
NetInfo; Cargo Connection (NetInfo); Transport Connection; Cargo Connection; NET_TITLE[Cargo Connection]:0; Transport Connection; Ignore; 1; Other
NetInfo; Train Cargo Track (NetInfo); Train Track; Train Cargo Track; NET_TITLE[Train Cargo Track]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Train Track Bridge (NetInfo); Train Track; Train Track Bridge; NET_TITLE[Train Track Bridge]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Train Track Elevated (NetInfo); Train Track; Train Track Elevated; NET_TITLE[Train Track Elevated]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Harbor Road (NetInfo); Small Road; Harbor Road; Leveled Road; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Ship Dock (NetInfo); Ship Dock; Ship Dock; NET_TITLE[Ship Dock]:0; Ship Dock; Ignore; 2; Other
NetInfo; Pedestrian Connection Surface (NetInfo); Transport Connection; Pedestrian Connection Surface; NET_TITLE[Pedestrian Connection Surface]:0; Transport Connection; Ignore; 2; Other
NetInfo; Train Connection Track (NetInfo); Train Track; Train Connection Track; NET_TITLE[Train Connection Track]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Train Connection Track Elevated (NetInfo); Train Track; Train Connection Track Elevated; NET_TITLE[Train Connection Track Elevated]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Pedestrian Connection Inside (NetInfo); Transport Connection; Pedestrian Connection Inside; NET_TITLE[Pedestrian Connection Inside]:0; Transport Connection; Ignore; 2; Other
NetInfo; Pedestrian Connection Underground (NetInfo); Transport Connection; Pedestrian Connection Underground; NET_TITLE[Pedestrian Connection Underground]:0; Transport Connection; Ignore; 2; Other
NetInfo; Train Track Slope (NetInfo); Train Track; Train Track Slope; NET_TITLE[Train Track Slope]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Train Track Tunnel (NetInfo); Train Track Tunnel; Train Track Tunnel; NET_TITLE[Train Track Tunnel]:0; Train Track Tunnel; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Train Cargo Track Elevated (NetInfo); Train Track; Train Cargo Track Elevated; NET_TITLE[Train Cargo Track Elevated]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Bus Depot Road (NetInfo); Small Road; Bus Depot Road; NET_TITLE[Bus Depot Road]:0; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Bus Station Stop (NetInfo); Bus Stop; Bus Station Stop; NET_TITLE[Bus Station Stop]:0; Bus Stop; Ignore; 1; Other
NetInfo; Bus Station Way (NetInfo); Bus Stop; Bus Station Way; NET_TITLE[Bus Station Way]:0; Bus Stop; Ignore; 1; Other
NetInfo; Train Oneway Track (NetInfo); Train Track; Train Oneway Track; One-Way Train Track; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Train Oneway Track Bridge (NetInfo); Train Track; Train Oneway Track Bridge; NET_TITLE[Train Oneway Track Bridge]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Train Oneway Track Elevated (NetInfo); Train Track; Train Oneway Track Elevated; NET_TITLE[Train Oneway Track Elevated]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Train Oneway Track Slope (NetInfo); Train Track; Train Oneway Track Slope; NET_TITLE[Train Oneway Track Slope]:0; Train Track; ; 0.1; Railroads; name; 0.1; 0.1
NetInfo; Train Oneway Track Tunnel (NetInfo); Train Track Tunnel; Train Oneway Track Tunnel; NET_TITLE[Train Oneway Track Tunnel]:0; Train Track Tunnel; ; 0.1; Railroads; name; 0.1; 0.1

NetCollection; Expansion 1 (NetCollection); Expansion 1
Prefabs; NetInfo[]; 23
NetInfo; Basic Road Bicycle (NetInfo); Small Road; Basic Road Bicycle; Two-Lane Road with Bicycle Lanes; Small Road; ; 0.25; Small Roads; name; 0.25; 0.25
NetInfo; Pedestrian Pavement Bicycle (NetInfo); Pedestrian Path; Pedestrian Pavement Bicycle; Bicycle Path; Bicycle Path; ; 0.25; Paths; name; 0.25; 0.25
NetInfo; Pedestrian Elevated Bicycle (NetInfo); Pedestrian Bridge; Pedestrian Elevated Bicycle; NET_TITLE[Pedestrian Elevated Bicycle]:0; Bicycle Path; ; 0.25; Paths; name; 0.25; 0.25
NetInfo; Medium Road Bicycle (NetInfo); Medium Road; Medium Road Bicycle; Four-Lane Road with Bicycle Lanes; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Bicycle (NetInfo); Large Road; Large Road Bicycle; Six-Lane Road with Bicycle Lanes; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Large Road Bus (NetInfo); Large Road; Large Road Bus; Six-Lane Road with Bus Lanes; Large Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Medium Road Bus (NetInfo); Medium Road; Medium Road Bus; Four-Lane Road with Bus Lanes; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Pedestrian Slope Bicycle (NetInfo); Pedestrian Bridge; Pedestrian Slope Bicycle; NET_TITLE[Pedestrian Slope Bicycle]:0; Bicycle Path; ; 0.25; Paths; name; 0.25; 0.25
NetInfo; Pedestrian Tunnel Bicycle (NetInfo); Pedestrian Tunnel; Pedestrian Tunnel Bicycle; NET_TITLE[Pedestrian Tunnel Bicycle]:0; Bicycle Tunnel; ; 0.25; Paths; name; 0.25; 0.25
NetInfo; Medium Road Bridge Bus (NetInfo); Medium Road; Medium Road Bridge Bus; NET_TITLE[Medium Road Bridge Bus]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Medium Road Elevated Bus (NetInfo); Medium Road; Medium Road Elevated Bus; NET_TITLE[Medium Road Elevated Bus]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Medium Road Slope Bus (NetInfo); Medium Road; Medium Road Slope Bus; NET_TITLE[Medium Road Slope Bus]:0; Medium Road; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
NetInfo; Medium Road Tunnel Bus (NetInfo); Medium Road Tunnel; Medium Road Tunnel Bus; NET_TITLE[Medium Road Tunnel Bus]:0; Medium Road Tunnel; ; 0.15; Medium & Large Roads; name; 0.15; 0.15
